,H_TEAM,H_TEAM1,H_H/A,H_TEAM2,GAMEDATE,H_W/L,H_MIN,H_PTS,H_FGM,H_FGA,H_FG%,H_3PM,H_3PA,H_3P%,H_FTM,H_FTA,H_FT%,H_OREB,H_DREB,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PF,H_+/-,A_TEAM,A_TEAM1,A_H/A,A_TEAM2,GAMEDATE,A_W/L,A_MIN,A_PTS,A_FGM,A_FGA,A_FG%,A_3PM,A_3PA,A_3P%,A_FTM,A_FTA,A_FT%,A_OREB,A_DREB,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PF,A_+/-
36,ATL,ATL,vs,SAS,2021-04-16,L,48,93,35,85,41.2,8,21,38.1,15,22,68.2,13,37,50,20,15,2,2,14,-5,SAS,SAS,@,ATL,2021-04-16,W,48,98,41,86,47.7,8,24,33.3,8,11,72.7,5,34,39,21,9,8,4,15,5
37,ATL,ATL,vs,DET,2021-04-16,W,48,93,37,84,44.0,9,30,30.0,10,14,71.4,5,37,42,31,11,8,1,19,11,DET,DET,@,ATL,2021-04-16,L,48,82,29,82,35.4,9,35,25.7,15,26,57.7,20,41,61,17,19,6,2,17,-11
38,ATL,ATL,vs, BOS,2021-04-16,L,48,105,40,92,43.5,12,41,29.3,13,14,92.9,13,36,49,28,20,8,6,20,-8,BOS,BOS,@,ATL,2021-04-16,W,48,113,39,88,44.3,12,32,37.5,23,25,92.0,11,32,43,19,15,10,8,18,8
39,ATL,ATL,vs,MIA,2021-04-16,W,48,121,42,81,51.9,12,31,38.7,25,27,92.6,7,31,38,33,13,8,1,26,7,MIA,MIA,@,ATL,2021-04-16,L,48,114,38,78,48.7,15,33,45.5,23,28,82.1,8,29,37,28,18,9,2,26,-7
40,ATL,ATL,vs, CHI,2021-04-16,W,48,102,39,82,47.6,9,22,40.9,15,19,78.9,10,30,40,23,20,16,3,19,9,CHI,CHI,@,ATL,2021-04-16,L,48,93,34,81,42.0,7,28,25.0,18,19,94.7,12,29,41,18,25,12,5,17,-9
41,ATL,ATL,vs, CHI,2021-04-16,L,48,97,35,92,38.0,11,48,22.9,16,23,69.6,9,36,45,27,14,5,4,21,-16,CHI,CHI,@,ATL,2021-04-16,W,48,113,40,80,50.0,14,32,43.8,19,21,90.5,4,44,48,31,16,8,1,23,16
42,ATL,ATL,vs, TOR,2021-04-16,L,48,117,41,83,49.4,12,33,36.4,23,33,69.7,9,41,50,26,24,9,8,34,-5,TOR,TOR,@,ATL,2021-04-16,W,48,122,38,92,41.3,13,42,31.0,33,43,76.7,12,33,45,25,14,13,3,25,5
43,ATL,ATL,vs,NOH,2021-04-16,L,48,59,23,79,29.1,4,20,20.0,9,11,81.8,8,24,32,11,14,5,3,16,-41,NOH,NOH,@,ATL,2021-04-16,W,48,100,36,75,48.0,8,15,53.3,20,22,90.9,11,44,55,26,14,8,5,18,41
44,ATL,ATL,vs,CLE,2021-04-16,W,48,121,46,83,55.4,11,24,45.8,18,24,75.0,9,27,36,31,11,11,3,17,27,CLE,CLE,@,ATL,2021-04-16,L,48,94,34,70,48.6,7,20,35.0,19,27,70.4,5,28,33,18,20,6,3,19,-27
45,ATL,ATL,vs,MIN,2021-04-16,W,48,104,41,71,57.7,10,16,62.5,12,21,57.1,7,25,32,32,22,11,5,23,8,MIN,MIN,@,ATL,2021-04-16,L,48,96,36,74,48.6,5,14,35.7,19,26,73.1,10,20,30,24,20,12,6,21,-8
46,ATL,ATL,vs,IND,2021-04-16,W,48,110,39,78,50.0,13,29,44.8,19,26,73.1,9,34,43,30,16,12,3,23,19,IND,IND,@,ATL,2021-04-16,L,48,91,31,78,39.7,5,25,20.0,24,26,92.3,10,32,42,22,18,7,2,21,-19
47,ATL,ATL,vs, PHI,2021-04-16,W,48,110,45,91,49.5,7,20,35.0,13,23,56.5,11,36,47,24,14,8,5,18,17,PHI,PHI,@,ATL,2021-04-16,L,48,93,33,78,42.3,12,29,41.4,15,18,83.3,7,32,39,27,22,8,6,19,-17
48,ATL,ATL,vs, ORL,2021-04-16,L,48,103,39,86,45.3,9,30,30.0,16,23,69.6,9,35,44,23,14,5,3,24,-19,ORL,ORL,@,ATL,2021-04-16,W,48,122,46,91,50.5,11,29,37.9,19,21,90.5,9,36,45,29,11,8,8,22,19
49,ATL,ATL,vs, UTA,2021-04-16,W,48,104,40,83,48.2,12,26,46.2,12,12,100.0,10,34,44,24,18,8,5,24,14,UTA,UTA,@,ATL,2021-04-16,L,48,90,33,76,43.4,4,15,26.7,20,28,71.4,7,32,39,20,17,8,6,15,-14
50,ATL,ATL,vs, LAC,2021-04-15,W,48,102,36,102,35.3,11,35,31.4,19,23,82.6,23,40,63,21,15,8,3,31,7,LAC,LAC,@,ATL,2021-04-15,L,48,95,33,78,42.3,4,21,19.0,25,39,64.1,8,37,45,19,14,5,8,20,-7
51,ATL,ATL,vs,OKC,2021-04-15,W,48,103,40,83,48.2,10,25,40.0,13,13,100.0,10,37,47,27,19,6,5,13,10,OKC,OKC,@,ATL,2021-04-15,L,48,93,36,87,41.4,10,26,38.5,11,18,61.1,9,27,36,23,13,11,7,16,-10
52,ATL,ATL,vs, LAC,2021-04-15,L,48,105,37,88,42.0,9,29,31.0,22,26,84.6,8,32,40,28,8,8,2,17,-10,LAC,LAC,@,ATL,2021-04-15,W,48,115,42,84,50.0,14,24,58.3,17,22,77.3,10,36,46,23,11,4,8,19,10
53,ATL,ATL,vs,SAS,2021-04-15,L,48,79,29,76,38.2,2,13,15.4,19,27,70.4,9,27,36,18,20,13,6,17,-26,SAS,SAS,@,ATL,2021-04-15,W,48,105,41,84,48.8,11,18,61.1,12,17,70.6,15,39,54,26,22,7,6,21,26
54,ATL,ATL,vs, TOR,2021-04-15,L,48,93,37,94,39.4,7,21,33.3,12,17,70.6,12,35,47,19,17,8,9,21,-15,TOR,TOR,@,ATL,2021-04-15,W,48,108,39,89,43.8,14,36,38.9,16,25,64.0,12,40,52,25,17,10,12,22,15
55,ATL,ATL,vs,BOS,2021-04-15,W,58,123,42,94,44.7,12,36,33.3,27,36,75.0,12,37,49,31,12,10,6,21,12,BOS,BOS,@,ATL,2021-04-15,L,58,111,42,93,45.2,7,19,36.8,20,20,100.0,10,38,48,28,21,8,1,30,-12
56,ATL,ATL,vs,MIN,2021-04-15,W,48,112,45,80,56.3,10,28,35.7,12,18,66.7,8,21,29,30,10,8,5,20,12,MIN,MIN,@,ATL,2021-04-15,L,48,100,37,71,52.1,6,16,37.5,20,25,80.0,11,26,37,24,17,4,2,18,-12
57,ATL,ATL,vs, WAS,2021-04-15,W,48,152,54,93,58.1,15,35,42.9,29,34,85.3,12,36,48,30,15,7,3,35,19,WAS,WAS,@,ATL,2021-04-15,L,48,133,42,88,47.7,11,33,33.3,38,42,90.5,8,26,34,20,12,5,7,26,-19
58,ATL,ATL,vs, LAC,2021-04-14,L,48,83,33,79,41.8,10,23,43.5,7,14,50.0,8,41,49,21,23,6,3,17,-2,LAC,LAC,@,ATL,2021-04-14,W,48,85,33,85,38.8,5,27,18.5,14,21,66.7,9,37,46,18,12,16,5,14,2
59,ATL,ATL,vs, WAS,2021-04-14,L,48,86,30,83,36.1,9,31,29.0,17,25,68.0,8,33,41,18,20,9,8,16,-26,WAS,WAS,@,ATL,2021-04-14,W,48,112,43,89,48.3,13,31,41.9,13,19,68.4,13,39,52,26,20,12,10,24,26
60,ATL,ATL,vs, WAS,2021-04-14,L,48,104,38,88,43.2,12,43,27.9,16,21,76.2,11,21,32,24,13,2,4,15,-25,WAS,WAS,@,ATL,2021-04-14,W,48,129,49,85,57.6,18,32,56.3,13,14,92.9,7,31,38,40,13,7,6,21,25
61,ATL,ATL,vs,NYK,2021-04-14,W,48,111,42,82,51.2,7,19,36.8,20,23,87.0,13,33,46,22,14,7,4,20,9,NYK,NYK,@,ATL,2021-04-14,L,48,102,41,87,47.1,6,22,27.3,14,14,100.0,10,24,34,23,11,7,3,19,-9
62,ATL,ATL,vs,BKN,2021-04-14,W,48,113,38,82,46.3,12,33,36.4,25,26,96.2,12,33,45,29,13,4,4,18,11,BKN,BKN,@,ATL,2021-04-14,L,48,102,39,87,44.8,9,24,37.5,15,18,83.3,9,26,35,26,10,6,5,20,-11
63,ATL,ATL,vs, NYK,2021-04-14,W,68,142,52,119,43.7,10,31,32.3,28,40,70.0,17,47,64,36,14,4,2,24,3,NYK,NYK,@,ATL,2021-04-14,L,68,139,51,128,39.8,18,51,35.3,19,23,82.6,15,48,63,32,14,9,11,39,-3
64,ATL,ATL,vs, MIN,2021-04-14,W,48,105,39,79,49.4,13,34,38.2,14,16,87.5,8,36,44,27,21,8,8,18,5,MIN,MIN,@,ATL,2021-04-14,L,48,100,39,83,47.0,7,19,36.8,15,18,83.3,7,28,35,24,14,15,5,18,-5
65,ATL,ATL,vs,TOR,2021-04-14,W,48,93,36,75,48.0,10,26,38.5,11,18,61.1,3,33,36,26,17,10,8,18,1,TOR,TOR,@,ATL,2021-04-14,L,48,92,33,85,38.8,9,22,40.9,17,23,73.9,15,37,52,16,17,6,5,18,-1
66,ATL,ATL,vs,POR,2021-04-14,W,48,105,40,84,47.6,11,23,47.8,14,22,63.6,7,35,42,26,13,12,4,17,6,POR,POR,@,ATL,2021-04-14,L,48,99,39,87,44.8,11,30,36.7,10,11,90.9,9,37,46,25,17,7,3,20,-6
67,ATL,ATL,vs, PHI,2021-04-14,W,48,127,42,87,48.3,11,35,31.4,32,37,86.5,10,38,48,29,16,5,4,29,10,PHI,PHI,@,ATL,2021-04-14,L,48,117,38,82,46.3,9,31,29.0,32,45,71.1,8,34,42,22,12,11,2,21,-10
68,ATL,ATL,vs,PHI,2021-04-14,W,48,91,34,78,43.6,10,28,35.7,13,18,72.2,8,36,44,20,12,6,5,16,6,PHI,PHI,@,ATL,2021-04-14,L,48,85,31,81,38.3,14,35,40.0,9,15,60.0,10,34,44,21,15,7,4,26,-6
69,ATL,ATL,vs, CHA,2021-04-14,L,48,110,39,77,50.6,12,32,37.5,20,22,90.9,4,25,29,26,10,5,4,16,-13,CHA,CHA,@,ATL,2021-04-14,W,48,123,46,90,51.1,17,32,53.1,14,18,77.8,12,30,42,29,12,6,1,21,13
70,ATL,ATL,vs,MIN,2021-04-14,W,48,120,43,92,46.7,9,23,39.1,25,30,83.3,15,33,48,30,16,12,4,27,7,MIN,MIN,@,ATL,2021-04-14,L,48,113,37,84,44.0,6,16,37.5,33,39,84.6,14,32,46,25,17,9,7,24,-7
71,ATL,ATL,vs, DAL,2021-04-14,W,48,112,42,80,52.5,14,35,40.0,14,19,73.7,5,45,50,29,15,2,6,25,15,DAL,DAL,@,ATL,2021-04-14,L,48,97,31,85,36.5,7,26,26.9,28,38,73.7,10,27,37,14,6,5,2,18,-15
72,ATL,ATL,vs,TOR,2021-04-14,W,48,100,42,76,55.3,10,24,41.7,6,9,66.7,6,34,40,30,14,4,5,19,13,TOR,TOR,@,ATL,2021-04-14,L,48,87,34,78,43.6,1,5,20.0,18,21,85.7,11,25,36,22,9,4,3,14,-13
73,ATL,ATL,vs,MEM,2021-04-14,L,48,77,33,75,44.0,5,15,33.3,6,9,66.7,6,30,36,23,15,6,5,17,-19,MEM,MEM,@,ATL,2021-04-14,W,48,96,41,85,48.2,2,7,28.6,12,19,63.2,15,34,49,22,12,13,4,10,19
74,ATL,ATL,vs,CHI,2021-04-14,L,48,76,31,79,39.2,6,19,31.6,8,15,53.3,12,33,45,17,14,3,7,12,-17,CHI,CHI,@,ATL,2021-04-14,W,48,93,38,93,40.9,8,20,40.0,9,13,69.2,18,35,53,26,9,12,5,14,17
75,ATL,ATL,vs, BOS,2021-04-14,L,48,115,42,84,50.0,12,30,40.0,19,21,90.5,6,26,32,22,17,9,6,19,-8,BOS,BOS,@,ATL,2021-04-14,W,48,123,48,90,53.3,12,29,41.4,15,17,88.2,11,33,44,21,15,10,5,22,8
76,ATL,ATL,vs,LAC,2021-04-14,W,48,101,41,94,43.6,7,27,25.9,12,13,92.3,16,28,44,25,12,8,3,19,1,LAC,LAC,@,ATL,2021-04-14,L,48,100,38,75,50.7,6,18,33.3,18,28,64.3,11,33,44,22,15,6,5,15,-1
77,ATL,ATL,vs,PHI,2021-04-14,L,48,87,32,74,43.2,5,15,33.3,18,27,66.7,13,34,47,20,15,2,7,11,-11,PHI,PHI,@,ATL,2021-04-14,W,48,98,44,88,50.0,4,9,44.4,6,9,66.7,9,28,37,25,7,9,2,25,11
78,ATL,ATL,vs,IND,2021-04-14,L,48,85,33,76,43.4,7,25,28.0,12,15,80.0,7,31,38,26,18,8,4,19,-4,IND,IND,@,ATL,2021-04-14,W,48,89,34,74,45.9,5,18,27.8,16,20,80.0,7,33,40,20,19,9,1,16,4
79,ATL,ATL,vs,WAS,2021-04-14,W,48,105,38,80,47.5,11,25,44.0,18,27,66.7,9,37,46,24,14,7,2,22,9,WAS,WAS,@,ATL,2021-04-14,L,48,96,34,77,44.2,4,16,25.0,24,30,80.0,5,36,41,19,12,7,2,24,-9
80,ATL,ATL,vs, ORL,2021-04-14,W,48,113,41,78,52.6,10,28,35.7,21,27,77.8,10,38,48,28,17,8,2,20,27,ORL,ORL,@,ATL,2021-04-14,L,48,86,27,78,34.6,7,27,25.9,25,28,89.3,7,26,33,17,14,8,4,19,-27
